type,登録番号,施設名称,住所,fax,Web,LocName,fX,fY,iConf,iLvl
HTL,H0773,一萬里ホテルゴールデンセンチュリー,長野県佐久市大字中込３１５０番地１号,0267-63-3355,http://www.ichimanri.co.jp/,長野県/佐久市/中込/３１５０番地,138.479,36.25329,5,7
HTL,H0968,ホテルプラトン,長野県千曲市上山田温泉３丁目１２番地２,026-275-5111,http://www.yuuzan-g.com/platon/,長野県/千曲市/上山田温泉/三丁目/１２番,138.14285,36.47725,5,7
HTL,H0034,万平ホテル,長野県北佐久郡軽井沢町軽井沢925,0267-42-1234,http://mampei.co.jp/,長野県/北佐久郡/軽井沢町/軽井沢/９２５番地,138.64572,36.35677,5,7
HTL,H0324,軽井沢プリンスホテルイースト,長野県北佐久郡軽井沢町軽井沢１０１６の７５,0267-42-1111,http://www.princehotels.co.jp/karuizawa-east/,長野県/北佐久郡/軽井沢町/軽井沢/１０１６番地,138.63329,36.33706,5,7
HTL,H0551,ザ・プリンス軽井沢,長野県北佐久郡軽井沢町軽井沢１０１６の７５,0267-42-1112,http://www.princehotels.co.jp/the_prince_karuizawa/,長野県/北佐久郡/軽井沢町/軽井沢/１０１６番地,138.63329,36.33706,5,7
HTL,H0621,ホテルマロウド軽井沢,長野県北佐久郡軽井沢町大字軽井沢字中谷地１１７８番地,0267-42-8444,http://www.marroad.jp/karuizawa/,長野県/北佐久郡/軽井沢町/軽井沢,138.63016,36.35082,5,5
HTL,H0711,旧軽井沢ホテル音羽ノ森,長野県北佐久郡軽井沢町大字軽井沢１３２３の９８０,0267-42-7711,http://www.hotel-otowanomori.co.jp/,長野県/北佐久郡/軽井沢町/軽井沢/１３２３番地,138.61516,36.34794,5,7
HTL,H0767,軽井沢プリンスホテルウエスト,長野県北佐久郡軽井沢町軽井沢字矢ケ崎山１０１６の８７,0267-42-1111,http://www.princehotels.co.jp/karuizawa-west/,長野県/北佐久郡/軽井沢町/軽井沢,138.63016,36.35082,5,5
HTL,H1174,ホテルブレストンコート,長野県北佐久郡軽井沢町大字長倉２１４４,0267-46-6200,http://www.blestoncourt.com/,長野県/北佐久郡/軽井沢町/長倉/２１４４番地,138.58675,36.35421,5,7
HTL,H1237,軽井沢浅間プリンスホテル,長野県北佐久郡軽井沢町大字発地1399番地１号,0267-48-0001,http://www.princehotels.co.jp/asama/,長野県/北佐久郡/軽井沢町/発地/１３９９番地,138.62979,36.30678,5,7
HTL,H1390,サァラ軽井沢ホテル,長野県北佐久郡軽井沢町長倉１２７６,0267-45-5551,http://www.salahotels.com/karuizawa/,長野県/北佐久郡/軽井沢町/長倉/１２７６番地,138.57698,36.33886,5,7
HTL,H0976,伊那プリンスホテル,長野県上伊那郡箕輪町大字中箕輪８２８８番地１,0265-79-0088,http://www.inapri.com/,長野県/上伊那郡/箕輪町/中箕輪,137.93867,35.92435,5,5
HTL,H0099,白馬東急ホテル,長野県北安曇郡白馬村大字北城４６８８,0261-72-3001,https://www.tokyuhotels.co.jp/hakuba-h/index.html,長野県/北安曇郡/白馬村/北城/４６８８番地,137.83852,36.70552,5,7
HTL,H1200,ロ－ゼンハイム白馬,長野県北安曇郡白馬村大字北城３７５０番地,0261-72-2073,http://www.rosen-h.com/,長野県/北安曇郡/白馬村/北城,137.83861,36.70842,5,5
HTL,H1207,白馬樅の木ホテル,長野県北安曇郡白馬村大字北城４６８３番地２,0261-72-5001,http://www.mominokihotel.com/,長野県/北安曇郡/白馬村/北城/４６８３番地,137.83704,36.70748,5,7
HTL,H1214,白馬スプリングスホテル,長野県北安曇郡白馬村大字北城５０９０番地,0261-72-8100,http://hakuba-springs.jp/,長野県/北安曇郡/白馬村/北城/５０９０番地,137.8429,36.70117,5,7
HTL,H1512,白馬ロイヤルホテル,長野県北安曇郡白馬村北城２３１０番地,0261-72-4800,http://www.hakuba-royal.com/,長野県/北安曇郡/白馬村/北城/２３１０番地,137.8615,36.69443,5,7
HTL,H0620,志賀高原プリンスホテル東館,長野県下高井郡山ノ内町大字平穏字大松７１４９,0269-34-3111,http://www.princehotels.co.jp/shiga/,長野県/下高井郡/山ノ内町/大字平穏,138.41016,36.74214,5,5
HTL,H1156,ホテルタガワ,長野県下高井郡山ノ内町大字夜間瀬戸ヶ崎１１７００番地９６号,0269-33-6111,http://www.hotel-tagawa.co.jp/,長野県/下高井郡/山ノ内町/夜間瀬,138.46637,36.78476,5,5
HTL,H1232,志賀高原プリンスホテル西館,長野県下高井郡山ノ内町大字平穏７１４９,0269-34-3111,http://www.princehotels.co.jp/shiga/,長野県/下高井郡/山ノ内町/平穏/７１４９番地,138.51355,36.67958,5,7
HTL,H1236,志賀高原プリンスホテル南館,長野県下高井郡山ノ内町大字平穏７１４９,0269-34-3111,http://www.princehotels.co.jp/shiga/,長野県/下高井郡/山ノ内町/平穏/７１４９番地,138.51355,36.67958,5,7
HTL,H1537,ホテルグローバルビュー新潟,新潟県新潟市中央区弁天1丁目2番4号,025-244-5151,https://www.rio-hotels.co.jp/niigata/,新潟県/新潟市/中央区/弁天/一丁目/２番,139.0594,37.91317,5,7
HTL,H1563,アートホテル新潟駅前,新潟県新潟市中央区笹口１－１,025-240-2111,http://www.art-niigata-station.com/,新潟県/新潟市/中央区/笹口/一丁目/１番,139.06377,37.91098,5,7
HTL,H1595,アパホテル＜新潟古町＞,新潟県新潟市中央区東堀通６番町１０３７－１,025-229-2211,https://www.apahotel.com/hotel/kousinetsu/niigata-furumachi/,新潟県/新潟市/中央区/東堀通六番町/１０３７番地,139.04549,37.92141,5,7
HTL,H1626,コンフォートイン新潟亀田,新潟県新潟市江南区東早通２丁目１－１１,025-382-1500,https://www.choice-hotels.jp/inn/niigatakameda/,新潟県/新潟市/江南区/東早通/二丁目/１番,139.08629,37.86972,5,7
HTL,H1604,アパヴィラホテル＜燕三条駅前＞,新潟県燕市井土巻３丁目２１１,"	0256-61-3111",https://www.apahotel.com/hotel/kousinetsu/villa-tsubamesanjo-ekimae/,新潟県/燕市/井土巻/三丁目/２１１番地,138.93694,37.64896,5,7
HTL,H1543,アートホテル上越,新潟県上越市本町５丁目１－１１,025-524-0100,http://www.art-joetsu.com/,新潟県/上越市/本町/五丁目/１番,138.24472,37.11525,5,7
HTL,H1610,アパホテル<高岡駅前>,富山県高岡市下関町６番２０号,0766-23-5811,https://www.apahotel.com/hotel/hokuriku/takaoka-ekimae/,富山県/高岡市/下関町/６番,137.01559,36.74206,5,7
HTL,H1613,金沢白鳥路ホテル山楽,石川県金沢市丸の内６番３号,076-222-1212,https://sanraku.premierhotel-group.com/kanazawa/,石川県/金沢市/丸の内/６番,136.66214,36.56795,5,7
HTL,H1627,アパホテル＜金沢野町＞,石川県金沢市野町２丁目４－２２,"	076-280-8111",https://www.apahotel.com/hotel/hokuriku/ishikawa/kanazawa-nomachi/,石川県/金沢市/野町/二丁目/４番,136.64684,36.55465,5,7
HTL,H1628,アパホテル＜金沢西＞,石川県金沢市古府3-127,076-269-1111,https://www.apahotel.com/hotel/hokuriku/ishikawa/kanazawa-nishi/,石川県/金沢市/古府/三丁目/１２７番地,136.60548,36.5707,5,7
HTL,H1631,Kaname　Inn　Tatemachi,石川県金沢市竪町４１,076-208-3580,https://kaname-inn.com/ja/inn/,石川県/金沢市/竪町/４１番地,136.65427,36.55985,5,7
HTL,H1634,アパホテル＜金沢駅前＞,石川県金沢市広岡１丁目９番２８号,"	076-231-8111",https://www.apahotel.com/hotel/hokuriku/ishikawa/kanazawa-ekimae/,石川県/金沢市/広岡/一丁目/９番,136.64633,36.57792,5,7
HTL,H1602,ホテルグランビナリオKOMATSU,石川県小松市土居原町１０－１０,0761-21-8000,https://hotelgranbinario.com/,石川県/小松市/土居原町/１０番地,136.45221,36.40051,5,7
HTL,H1591,アパホテル＜加賀大聖寺駅前＞,石川県加賀市熊坂町イ２２６－４,0761-73-4111,https://www.apahotel.com/hotel/hokuriku/kagadaisyouji-ekimae/,石川県/加賀市/熊坂町/イ/２２６番地,136.31407,36.29898,5,7
HTL,H1554,軽井沢マリオットホテル,長野県北佐久郡軽井沢町長倉4339,0267-46-6611,https://www.karuizawa-marriott.com/,長野県/北佐久郡/軽井沢町/長倉/４３３９番地,138.57585,36.34161,5,7
HTL,H1569,ルシアン旧軽井沢,長野県北佐久郡軽井沢町大字軽井沢１３２３－１１１,0267-41-3211,https://www.hotespa.net/hotels/le_karuizawa/,長野県/北佐久郡/軽井沢町/軽井沢/１３２３番地,138.61516,36.34794,5,7
HTL,H1589,アパホテル＜軽井沢駅前＞軽井沢荘,長野県北佐久郡軽井沢町大字軽井沢1178-1135,0267-41-1511,https://www.apahotel.com/hotel/kousinetsu/karuizawa-ekimae/,長野県/北佐久郡/軽井沢町/軽井沢/１１７８番地,138.63467,36.34283,5,7
HTL,H1551,コートヤード・バイ・マリオット　白馬,長野県北安曇郡白馬村北城２９３７,0261-72-3511,https://www.cyhakuba.com/,長野県/北安曇郡/白馬村/北城/２９３７番地,137.83951,36.69338,5,7
HTL,H0702,福井パレスホテル,福井県福井市順化１の５の１８,0776-23-3800,http://www.palace-hotel.co.jp/,福井県/福井市/順化/一丁目/５番,136.21544,36.06363,5,7
HTL,H0830,ホテルリバージュアケボノ,福井県福井市中央3丁目10番12号,0776-22-1000,http://www.riverge.com/,福井県/福井市/中央/三丁目/１０番,136.21436,36.06213,5,7
HTL,H1506,アズイン福井,福井県福井市中央３丁目４－２０,0776-26-0011,http://www.ace-az-inn.com/01fukui/,福井県/福井市/中央/三丁目/４番,136.21445,36.06252,5,7
HTL,H0518,グリーンプラザホテル,福井県敦賀市本町１の１の２７,0770-22-3322,http://greenplaza-hotel.com/,福井県/敦賀市/本町/一丁目/１番,136.07399,35.65387,5,7
HTL,H1483,ホテルルートイン敦賀駅前,福井県敦賀市鉄輪町１－６－２,0770-21-2232,http://www.route-inn.co.jp/search/hotel/index_hotel_id_256,福井県/敦賀市/鉄輪町/一丁目/６番,136.0742,35.64537,5,7
HTL,H1113,ホテルせくみ屋,福井県小浜市小浜白鬚１１３番地,0770-52-0020,http://www.sekumiya.jp/,福井県/小浜市/小浜白鬚/１１３番地,135.74156,35.49595,5,7
HTL,H0149,岐阜グランドホテル,岐阜県岐阜市長良６４８番地,058-233-1111,http://www.gifugrandhotel.co.jp/,岐阜県/岐阜市/長良/６４８番地,136.78345,35.44187,5,7
HTL,H1093,都ホテル　岐阜長良川,岐阜県岐阜市長良福光2695-2,058-295-3100,http://www.miyakohotels.ne.jp/gifu/,岐阜県/岐阜市/長良/福光/２６９５番地,136.76891,35.44114,5,7
HTL,H1148,ホテルスポーツパルコ,岐阜県岐阜市南殿町２丁目１０番地,058-246-0111,http://www.hospa.com/,岐阜県/岐阜市/南殿町/二丁目/１０番地,136.76476,35.41766,5,7
HTL,H1275,ホテル３３０グランデ岐阜,岐阜県岐阜市長住町５丁目８番地,058-267-0330,,岐阜県/岐阜市/長住町/五丁目/８番地,136.75552,35.41246,5,7
HTL,H1360,岐阜ワシントンホテルプラザ,岐阜県岐阜市神田町７－７－４,058-266-0111,http://washington.jp/gifu/index.html,岐阜県/岐阜市/神田町/七丁目/７番地,136.75993,35.41389,5,7
HTL,H1381,岐阜キャッスルイン,岐阜県岐阜市県町２丁目８番地,058-262-3339,http://www.gifu-c.jp/,岐阜県/岐阜市/県町/二丁目/８番地,136.76064,35.41285,5,7
HTL,H1424,公立共済ホテルグランヴェール岐山,岐阜県岐阜市日ノ出町５－１２,058-263-7111,http://grandvert.com/home/,岐阜県/岐阜市/日ノ出町/五丁目/１２番地,136.75368,35.41957,5,7
HTL,H1518,ホテルイルクレド岐阜,岐阜県岐阜市神田町９丁目２３番地,058-266-8111,http://ilcredo.com/,岐阜県/岐阜市/神田町/九丁目/２３番地,136.75854,35.41089,5,7
HTL,H0689,大垣フォーラムホテル,岐阜県大垣市万石２の３１,0584-81-4171,http://www.forumhotel.co.jp/,岐阜県/大垣市/万石/二丁目/３１番地,136.65089,35.36116,5,7
HTL,H0362,ひだホテルプラザ,岐阜県高山市花岡町２の６０,0577-33-4600,http://www.hida-hotelplaza.co.jp/,岐阜県/高山市/花岡町/二丁目/６０番地,137.25227,36.14495,5,7
HTL,H0379,高山グリーンホテル,岐阜県高山市西之一色町２の１８０,0577-33-5500,http://www.takayama-gh.com/,岐阜県/高山市/西之一色町/二丁目/１８０番地,137.24855,36.13718,5,7
HTL,H1030,ホテルアソシア高山リゾート,岐阜県高山市越後町１１３４番地,0577-36-0001,http://www.associa.com/tky/,岐阜県/高山市/越後町/１１３４番地,137.24059,36.12253,5,7
HTL,H1331,穂高荘山のホテル,岐阜県高山市奥飛騨温泉郷神坂577-13,0578-89-2004,http://shinhodaka-yamanohotel.jp/,岐阜県/高山市/奥飛騨温泉郷神坂,137.60228,36.30419,5,5
HTL,H1052,オースタット国際ホテル多治見,岐阜県多治見市白山町４丁目１４番１号,0572-25-0111,http://breezbay-group.com/okh-tajimi/,岐阜県/多治見市/白山町/四丁目/１４番地,137.11765,35.33981,5,7
HTL,H0331,中島屋グランドホテル,静岡県静岡市葵区紺屋町３番地の１０,054-253-1151,http://www.sn-hotels.com/sgh/index.html,静岡県/静岡市/葵区/紺屋町/３番,138.38501,34.97328,5,7
HTL,H0574,ホテルアソシア静岡,静岡県静岡市葵区黒金町５６番地,054-254-4141,http://www.associa.com/sth/,静岡県/静岡市/葵区/黒金町/５６番地,138.38985,34.97305,5,7
HTL,H1296,ホテルアーバント静岡,静岡県静岡市葵区伝馬町１２番地の５,054-273-1717,http://www.abant.co.jp/,静岡県/静岡市/葵区/伝馬町/１２番,138.3896,34.97445,5,7
HTL,H1297,静岡タウンホテル,静岡県静岡市葵区呉服町２丁目８番地の８,054-251-3755,http://townhotel.jp/,静岡県/静岡市/葵区/呉服町/二丁目/８番地,138.38422,34.97371,5,7
HTL,H1317,マイホテル竜宮,静岡県静岡市葵区伝馬町１０番地の５,054-251-1315,http://www.myhotelr.com/,静岡県/静岡市/葵区/伝馬町/１０番,138.38901,34.97489,5,7
HTL,H1373,ホテルガーデンスクエア静岡,静岡県静岡市葵区紺屋町１１番地の１,054-252-6500,http://www.gardensquare.co.jp/,静岡県/静岡市/葵区/紺屋町/１１番,138.3855,34.97187,5,7
HTL,H1189,ホテルセンチュリ－静岡,静岡県静岡市駿河区南町１８番１号,054-284-0111,http://www.centuryshizuoka.co.jp/,静岡県/静岡市/駿河区/南町/１８番,138.39111,34.97127,5,7
HTL,H1267,静岡第一ホテル,静岡県静岡市駿河区泉町１番２１号,054-281-2131,http://www.shizuoka-daiichi.co.jp/,静岡県/静岡市/駿河区/泉町/１番,138.38683,34.96938,5,7
HTL,H1271,アセントプラザホテル静岡,静岡県静岡市駿河区中村町３２２番地の１,054-283-3321,http://sk-hotel.jp/ascent/,静岡県/静岡市/駿河区/中村町/３２２番地,138.38995,34.95159,5,7
HTL,H1349,静岡ホテル時之栖,静岡県静岡市駿河区曲金６丁目１番５４号,054-285-0001,http://www.tokinosumika.com/stokinosumika/,静岡県/静岡市/駿河区/曲金/六丁目/１番,138.40912,34.97965,5,7
HTL,H0154,日本平ホテル,静岡県静岡市清水区馬走１５００番地２号,054-335-1131,http://www.ndhl.jp/,静岡県/静岡市/清水区/馬走/１５００番地,138.46533,34.98017,5,7
HTL,H1394,ベイホテル入船館,静岡県静岡市清水区袖師町1477番地の1,054-361-3000,http://www.irifunekan.com/,静岡県/静岡市/清水区/袖師町/１４７７番地,138.4946,35.03405,5,7
HTL,H1400,ホテルクエスト清水,静岡県静岡市清水区真砂町３－２７,0543-66-7101,http://www.hotelquest.co.jp/,静岡県/静岡市/清水区/真砂町/３番,138.48749,35.02282,5,7
HTL,H0196,グランドホテル浜松,静岡県浜松市中区東伊場1-3-1,053-452-2111,http://www.grandhotel.jp/,静岡県/浜松市/中区/東伊場/一丁目/３番,137.72272,34.70145,5,7
HTL,H0506,ホテルコンコルド浜松,静岡県浜松市中区元城町１０９番地１８号,053-457-1111,http://www.concorde.co.jp/,静岡県/浜松市/中区/元城町/１０９番地,137.72527,34.71406,5,7
HTL,H0710,ホテルクラウンパレス浜松,静岡県浜松市中区板屋町１１０番地１７号,053-452-5111,http://www.crownpalais.jp/hamamatsu/,静岡県/浜松市/中区/板屋町/１１０番地,137.73375,34.70848,5,7
HTL,H0883,アパホテル〈浜松駅南〉,静岡県浜松市中区海老塚2丁目3番1号,053-456-3511,http://www.apahotel.com/hotel/toukai/05_hamamatsueki-minami/,静岡県/浜松市/中区/海老塚/二丁目/３番,137.73195,34.70047,5,7
HTL,H1024,ホテル明治屋,静岡県浜松市中区佐藤１丁目１番地３０号,053-465-8111,http://hotelmeijiya.com/access/,静岡県/浜松市/中区/佐藤/一丁目/１番,137.74443,34.70875,5,7
HTL,H1071,オークラアクトシティホテル浜松,静岡県浜松市中区板屋町111-2,053-459-0111,http://www.act-okura.co.jp/,静岡県/浜松市/中区/板屋町/１１１番地,137.73624,34.70544,5,7
HTL,H1097,ホテル・ヴィラくれたけ,静岡県浜松市中区東伊場1-1-26,053-453-1511,http://www.villa-kuretake.co.jp/,静岡県/浜松市/中区/東伊場/一丁目/１番,137.72423,34.70076,5,7
HTL,H1198,ホテルサウスガ－デン浜松,静岡県浜松市中区砂山町３２５番地の３０号,053-451-1800,http://www.hotel-ascent.jp/south/,静岡県/浜松市/中区/砂山町/３２５番地,137.73483,34.70269,5,7
HTL,H1272,ホテルアセント浜松,静岡県浜松市中区砂山町353-1,053-454-0330,http://www.hotel-ascent.jp/hamamatsu/,静岡県/浜松市/中区/砂山町/３５３番地,137.73596,34.70239,5,7
HTL,H1376,くれたけインアクト浜松,静岡県浜松市中区板屋町690,053-479-1511,http://www.kuretake-inn.com/acth/index.htm,静岡県/浜松市/中区/板屋町,137.73512,34.70665,5,5
HTL,H1379,ホテルルートイン　浜松駅東,静岡県浜松市中区中央３－１０－２８,053-413-1711,http://www.route-inn.co.jp/search/hotel/index.php?hotel_id=76,静岡県/浜松市/中区/中央/三丁目/１０番,137.74075,34.70698,5,7
HTL,H1383,浜松ホテル,静岡県浜松市中区砂山町362-25,053-450-5555,http://www.hamamatsuhotel.com/,静岡県/浜松市/中区/砂山町/３６２番地,137.73349,34.70099,5,7
HTL,H1388,くれたけインセントラル浜松,静岡県浜松市中区田町224-25,053-454-1211,http://www.kuretake-inn.com/ctrl/,静岡県/浜松市/中区/田町/２２４番地,137.73035,34.70841,5,7
HTL,H1417,くれたけイン浜松西インター,静岡県浜松市中区高丘北１－１－１０,053-438-1511,http://www.kuretake-inn.com/hwic/,静岡県/浜松市/中区/高丘北/一丁目/１番,137.70613,34.75888,5,7
HTL,H1427,ホテル玄浜松インター,静岡県浜松市東区下石田町１８６１－１,053-423-3411,http://www.hotel-gen.co.jp/hamamatsu/,静岡県/浜松市/東区/下石田町/１８６１番地,137.7888,34.73457,5,7
HTL,H1514,ホテルリブマックス浜松駅前,静岡県浜松市中区鍛冶町１番地２,053-455-0118,http://www.hotel-livemax.com/shizuoka/hamamatsust/,静岡県/浜松市/中区/鍛冶町/１番地,137.7316,34.70291,5,7
HTL,H1516,ホテルソリッソ浜松,静岡県浜松市中区砂山町322-7,053-452-5000,http://www.hotelsorriso.jp/,静岡県/浜松市/中区/砂山町/３２２番地,137.73373,34.70312,5,7
HTL,H1524,ホテルアセントプラザ浜松,静岡県浜松市中区板屋町２－１０９,053-453-2500,http://www.hotel-ascent.jp/,静岡県/浜松市/中区/板屋町/２番地,137.73351,34.70678,5,7
HTL,H1443,THE HAMANAKO,静岡県浜松市西区雄踏町山崎４３９６－１,053-592-2222,http://www.daiwaresort.jp/hamanako/,静岡県/浜松市/西区/雄踏町山崎/４３９６番地,137.61475,34.70788,5,7
HTL,H1476,ホテルルートイン浜松西インター,静岡県浜松市西区湖東町６０１５－１,053-414-6700,http://www.route-inn.co.jp/search/hotel/index.php?hotel_id=519,静岡県/浜松市/西区/湖東町/６０１５番地,137.68719,34.76738,5,7
HTL,H1391,ビラックス高薗,静岡県浜松市浜北区高薗381,053-586-8886,http://anythingworks.sakura.ne.jp/villax-no1/,静岡県/浜松市/浜北区/高薗/３８１番地,137.81781,34.7891,5,7
HTL,H1392,はまきたプラザホテル,静岡県浜松市浜北区貴布祢４５８番地の１,053-586-2122,http://kanehara.co.jp/hotel/Hotel.html,静岡県/浜松市/浜北区/貴布祢/４５８番地,137.78943,34.79664,5,7
HTL,H0942,沼津インターグランドホテル,静岡県沼津市市岡一色５２６番地１,055-925-0025,http://www.tokinosumika.com/igh/,静岡県/沼津市/市場町,138.8607,35.09597,4,5
HTL,H1509,沼津リバーサイドホテル,静岡県沼津市上土町１００番１,055-952-2411,http://www.numazu-rs-hotel.com/,静岡県/沼津市/上土町/１００番地,138.85867,35.0975,5,7
HTL,H0396,みしまプラザホテル,静岡県三島市本町１４の３１,0559-72-2121,http://www.mishimaph.co.jp/,静岡県/三島市/本町/１４番,138.91539,35.11871,5,7
HTL,H1503,ドーミーイン三島,静岡県三島市大宮町３－１８－３３,055-991-5489,http://www.hotespa.net/hotels/mishima/,静岡県/三島市/大宮町/三丁目/１８番,138.9155,35.12714,5,7
HTL,H0017,川奈ホテル,静岡県伊東市川奈１４５９番地,0557-45-1111,http://www.princehotels.co.jp/kawana/,静岡県/伊東市/川奈/１４５９番地,139.13988,34.93942,5,7
HTL,H0339,リゾートホテルサザンクロス,静岡県伊東市吉田字八幡野平１００６の１,0557-45-1234,,静岡県/伊東市/吉田/８番地,139.12404,34.93249,5,7
HTL,H0648,ホテルアンビエント伊豆高原,静岡県伊東市富戸字先原１３１７の４３７,0557-51-1666,http://izu.izumigo.co.jp/,静岡県/伊東市/富戸,139.11647,34.90431,5,5
HTL,H1488,ウェルネスの森　伊東,静岡県伊東市岡１３４８－３,0557-38-7117,http://www.hotespa.net/hotels/ito/,静岡県/伊東市/岡/１３４８番地,139.09216,34.95289,5,7
HTL,H0175,ホテルグランド富士,静岡県富士市平垣本町８番地１号,0545-61-0360,http://www.grandfuji.co.jp/information/,静岡県/富士市/平垣本町/８番,138.64827,35.15544,5,7
HTL,H0827,ホテルニューセントラル,静岡県富士市永田町2丁目24番地の2,0545-53-9111,http://www.new-central.com/,静岡県/富士市/永田町/二丁目/２４番地,138.67267,35.16221,5,7
HTL,H0894,アパホテル<富士中央>,静岡県富士市日乃出町38番地,0545-51-5588,http://www.apahotel.com/hotel/toukai/06_fuji-chuou/,静岡県/富士市/日乃出町/３８番地,138.66977,35.16562,5,7
HTL,H1510,くれたけイン富士山,静岡県富士市永田町１－１２４－１,0545-52-5222,http://www.kuretake-inn.com/fjsn/,静岡県/富士市/永田町/一丁目/１２４番地,138.67427,35.16153,5,7
HTL,H1193,磐田グランドホテル,静岡県磐田市岩井２２８０番地,0538-34-1211,http://www.iwata-gh.co.jp/,静岡県/磐田市/岩井,137.88023,34.74172,5,5
HTL,H0566,焼津グランドホテル,静岡県焼津市浜当目１４８９,054-627-1121,http://www.sn-hotels.com/ygh/,静岡県/焼津市/浜当目/１４８９番地,138.33699,34.88303,5,7
HTL,H1472,くれたけイン焼津駅前,静岡県焼津市駅北１－２－２,054-620-0011,http://www.kuretake-inn.com/yaiz/,静岡県/焼津市/駅北/一丁目/２番,138.31796,34.87322,5,7
HTL,H1529,ホテルスーパー泊,静岡県藤枝市田沼一丁目２４番３号,054-634-3080,,静岡県/藤枝市/田沼/一丁目/２４番,138.25645,34.84786,5,7
HTL,H0908,ホテル御殿場館２１,静岡県御殿場市新橋１９８８番地２４号,0550-82-0029,,静岡県/御殿場市/新橋/１９８８番地,138.93292,35.30129,5,7
HTL,H1239,御殿場高原ホテルＢＵ,静岡県御殿場市神山７１９番地,0550-87-1414,,静岡県/御殿場市/神山/７１９番地,138.92586,35.23521,5,7
HTL,H1342,ブルーベリーロッジ,静岡県御殿場市神山７１９番地,0550-87-3700,http://www.tokinosumika.com/stay/bbl/,静岡県/御殿場市/神山/７１９番地,138.92586,35.23521,5,7
HTL,H0346,下田プリンスホテル,静岡県下田市白浜１５４７の１,0558-22-2111,http://www.princehotels.co.jp/shimoda/,静岡県/下田市/白浜/１５４７番地,138.97363,34.69517,5,7
HTL,H1459,下田東急ホテル,静岡県下田市５－１２－１,0558-22-2411,https://www.tokyuhotels.co.jp/shimoda-h/index.html,静岡県/下田市/五丁目/１２番,138.93831,34.66769,5,7
HTL,H1450,くれたけイン御前崎,静岡県御前崎市池新田７６４４,0537-85-1211,http://www.kuretake-inn.com/omzk/,静岡県/御前崎市/池新田,138.12709,34.64395,5,5
HTL,H0192,名鉄グランドホテル,愛知県名古屋市中村区名駅１丁目２番４号,052-582-2211,http://www.meitetsu-gh.co.jp/,愛知県/名古屋市/中村区/名駅/一丁目/２番,136.88428,35.16873,5,7
HTL,H0655,ホテルサンルートプラザ名古屋,愛知県名古屋市中村区名駅２の３５の２４,052-571-2221,http://www.sunroute-nagoya.co.jp/,愛知県/名古屋市/中村区/名駅/二丁目/３５番,136.88255,35.1743,5,7
HTL,H1269,名古屋マリオットアソシアホテル,愛知県名古屋市中村区名駅１丁目１番４号,052-584-1111,http://www.associa.com/nma/,愛知県/名古屋市/中村区/名駅/一丁目/１番,136.88199,35.17103,5,7
HTL,H0021,名古屋観光ホテル,愛知県名古屋市中区錦１丁目１９番３０号,052-231-7711,http://www.nagoyakankohotel.co.jp/,愛知県/名古屋市/中区/錦/一丁目/１９番,136.89554,35.16873,5,7
HTL,H0715,名古屋東急ホテル,愛知県名古屋市中区栄４の６の８,052-251-2411,https://www.tokyuhotels.co.jp/nagoya-h/index.html,愛知県/名古屋市/中区/栄/四丁目/６番,136.91374,35.16869,5,7
HTL,H0757,ヒルトン名古屋,愛知県名古屋市中区栄１の３の３,052-212-1111,http://hiltonnagoya.com/,愛知県/名古屋市/中区/栄/一丁目/３番,136.89426,35.16753,5,7
HTL,H0904,ホテルキヨシ名古屋,愛知県名古屋市中区平和1丁目3番1号,052-321-5663,http://www.kiyoshi.co.jp/,愛知県/名古屋市/中区/平和/一丁目/３番,136.90491,35.14941,5,7
HTL,H0937,名古屋クラウンホテル,愛知県名古屋市中区栄１丁目８番３３号,052-211-6633,http://nagoyacrown.com/,愛知県/名古屋市/中区/栄/一丁目/８番,136.89436,35.16672,5,7
HTL,H1069,ホテルキヨシ名古屋第２,愛知県名古屋市中区平和１丁目１５番２２号,052-321-8188,http://www.kiyoshi.co.jp/main/dai2kan.html,愛知県/名古屋市/中区/平和/一丁目/１５番,136.90381,35.14858,5,7
HTL,H1195,東京第一ホテル錦,愛知県名古屋市中区錦３丁目１８番２１号,052-955-1001,http://www.tdh-nishiki.co.jp/,愛知県/名古屋市/中区/錦/三丁目/１８番,136.905,35.17021,5,7
HTL,H1280,ＡＮＡクラウンプラザホテルグランコート名古屋,愛知県名古屋市中区金山町１丁目１番１号,052-683-4111,http://www.anacrowneplaza-nagoya.jp/,愛知県/名古屋市/中区/金山町/一丁目/１番,136.90015,35.14284,5,7
HTL,H1167,サイプレスガーデンホテル,愛知県名古屋市熱田区金山町１丁目９番８号,052-679-1661,http://www.cypress-garden.co.jp/,愛知県/名古屋市/熱田区/金山町/一丁目/９番,136.90039,35.14122,5,7
HTL,H1206,ホテルアソシア豊橋,愛知県豊橋市花田町西宿無番地,0532-57-1010,http://www.associa.com/tyh/,愛知県/豊橋市/花田町/西宿,137.3815,34.76345,5,6
HTL,H0639,岡崎ニューグランドホテル,愛知県岡崎市康生町５１５番地３３,0564-21-5111,http://www.newgrand.yad.jp/,愛知県/岡崎市/康生町/５１５番地,137.1617,34.95603,5,7
HTL,H1338,コンフォートホテル豊川,愛知県豊川市諏訪三丁目３０１番地,0533-80-5111,http://www.choice-hotels.jp/toyokawa/,愛知県/豊川市/諏訪/三丁目,137.36893,34.82607,5,6
